"Terjemahan Lama"


"This Bible is in the Public Domain."

"Verse ID","Book Name","Book Number",Chapter,Verse,Text
3370,Imamat,3,21,24,"Maka Musapun menyampaikanlah segala firman ini kepada Harun dari kepada anak-anaknya dan kepada segala bani Israelpun."
3371,Imamat,3,22,1,"Dan lagi berfirmanlah Tuhan kepada Musa, firman-Nya:"
3372,Imamat,3,22,2,"Katakanlah olehmu kepada Harun dan kepada anak-anaknya, supaya mereka itu melakukan dirinya dengan akal budi dalam segala perkara yang suci itu, jangan dihinakannya nama kesucian-Ku: Bahwa Akulah Tuhan!"
3373,Imamat,3,22,3,"Katakanlah kepada mereka itu: Barangsiapa dari pada segala benihnya turun-temurun, yang datang hampir kepada barang-barang suci, yang disucikan oleh bani Israel bagi Tuhan, jikalau ia datang pada masa adalah lagi najasatnya padanya, maka orang itu akan ditumpas kelak dari hadapan-Ku: Bahwa Akulah Tuhan!"
3374,Imamat,3,22,4,"Dari pada benih Harun segala orang yang berkusta atau berbeser itu, barangsiapapun baik, tak boleh ia makan dari pada barang yang suci sebelum sembuhlah ia pula; demikianpun segala orang yang telah menjamah barang sesuatu yang dinajiskan oleh mayat, atau segala orang yang telah tumpah maninya."
3375,Imamat,3,22,5,"Atau orang yang telah menjamah barang suatu binatang melata yang menajiskan dia, atau orang yang menajiskan dia, sekadar segala yang dapat menajiskan."
3376,Imamat,3,22,6,"Barangsiapa yang telah menjamah barang sebagainya itu, najislah adanya sampai masuk matahari; jangan ia makan dari pada barang yang suci itu sampai sudah dimandikannya tubuhnya dalam air."
3377,Imamat,3,22,7,"Setelah sudah masuk matahari baharu sucilah ia, kemudian bolehlah ia makan dari pada barang yang suci itu, karena ia itulah makanannya."
3378,Imamat,3,22,8,"Barang bangkai atau yang koyak-koyak itu jangan dimakannya, supaya jangan ia menjadi najis: Bahwa Akulah Tuhan!"
3379,Imamat,3,22,9,"Demikian hendaklah mereka itu melakukan kebaktian kepada-Ku, supaya dalamnya jangan mereka itu menanggung dosa serta mati sebab dihinakannya akan dia: Bahwa Akulah Tuhan, yang menyucikan mereka itu."
3380,Imamat,3,22,10,"Dan lagi orang keluaranpun jangan makan dari pada barang yang suci itu, baik ia orang menumpang baik ia orang upahan imam, jangan ia makan dari pada barang yang suci itu."
3381,Imamat,3,22,11,"Tetapi adapun orang yang milik imam, sebab dibelinya dengan uang, ia itupun boleh makan dari padanya; demikianpun orang yang diperanakkan dalam rumahnya, bolehlah mereka itu makan dari pada makanannya."
3382,Imamat,3,22,12,"Tetapi anak perempuan imam, jikalau ia telah menjadi bini orang keluaran, tiada boleh ia makan dari pada persembahan tatangan barang yang suci itu."
3383,Imamat,3,22,13,"Tetapi anak perempuan imam, jikalau ia janda atau tertalak dan tiada beranak, sehingga telah kembalilah ia ke rumah bapanya seperti pada masa mudanya, ia itu boleh makan dari pada makanan bapanya, tetapi jangan seorang keluaran makan dari padanya."
3384,Imamat,3,22,14,"Maka jikalau seorang telah makan dari pada barang yang suci itu sebab sesat, maka hendaklah dipertambahkannya dengan seperlima banyaknya dan dikembalikannya barang yang suci itu kepada imam demikianlah."
3385,Imamat,3,22,15,"Maka demikian tiada mereka itu akan menghinakan barang yang suci, yang dipersembahkan oleh bani Israel kepada Tuhan akan persembahan tatangan;"
3386,Imamat,3,22,16,"dan tiada ditanggungkan mereka itu kesalahan dosa atas dirinya sebab dimakannya barang yang suci itu: Bahwa Akulah Tuhan, yang menyucikan mereka itu."
3387,Imamat,3,22,17,"Arakian, maka berfirmanlah Tuhan kepada Musa, firman-Nya:"
3388,Imamat,3,22,18,"Katakanlah kepada Harun dan kepada anak-anaknya dan kepada segala bani Israel ini: Barangsiapapun baik dari pada isi rumah Israel atau yang menumpang di antara orang Israel seperti orang dagang, jikalau ia hendak mempersembahkan suatu persembahan seperti segala nazarnya dan segala persembahan dari ridla hatinya, yang hendak dipersembahkannya kepada Tuhan akan korban bakaran;"
3389,Imamat,3,22,19,"supaya ia itu mengadakan keridlaan atasmu, maka hendaklah ia itu jantan yang tiada berkecelaan, diambil dari pada segala lembu atau anak domba atau kambing."
3390,Imamat,3,22,20,"Segala sesuatu yang berkecelaan adanya jangan kamu persembahkan, karena ia itu tiada mengadakan keridlaan atasmu."
3391,Imamat,3,22,21,"Maka jikalau seorang mempersembahkan kepada Tuhan suatu korban syukur, hendak menyampaikan nazarnya, atau seperti persembahan dengan ridla hatinya, diambil dari pada segala lembu atau kambing domba, maka hendaklah ia itu tiada berkecelaan, supaya diadakannya keridlaan maka tak boleh ia itu berkecelaan adanya."
3392,Imamat,3,22,22,"Adapun binatang yang buta, atau luka, atau timpang, atau sakit, atau berkurap, atau berpuru itu, ia itu tak boleh kamu korbankan atau persembahkan kepada Tuhan akan korban bakaran di atas mezbahnya."
3393,Imamat,3,22,23,"Tetapi seekor lembu atau domba yang sumbing telinganya atau bibirnya itu boleh kamu sediakan akan korban dari ridla hatimu, tetapi akan menyampaikan nazarmu tiada ia itu boleh mengadakan keridlaan."
3394,Imamat,3,22,24,"Maka binatang yang kebiri sebab ditindih, atau dipecahkan, atau dikoyak, atau dikerat buah pelirnya, jangan kamu persembahkan kepada Tuhan, dan lagi dalam negerimu jangan kamu mengebirikan binatang."
3395,Imamat,3,22,25,"Maka dari pada tangan orang lain bangsapun jangan kamu mempersembahkan segala perkara ini kepada Allahmu akan santapannya, karena busuknya ada di dalamnya dan adalah kecelaan padanya, tiada boleh diadakannya keridlaan atasmu."
3396,Imamat,3,22,26,"Dan lagi berfirmanlah Tuhan kepada Musa, firman-Nya:"
3397,Imamat,3,22,27,"Apabila anak lembu atau anak domba atau anak kambing baharu jadi, maka hendaklah ia itu tinggal serta dengan emaknya tujuh hari lamanya, tetapi mulai dari pada hari yang kedelapan dan lebih tuapun bolehlah ia itu dipersembahkan kepada Tuhan akan korban bakaran."
3398,Imamat,3,22,28,"Tetapi jangan kamu menyembelihkan lembu atau domba serta dengan anaknya sekali pada sama sehari."
3399,Imamat,3,22,29,"Maka jikalau kamu akan mempersembahkan kepada Tuhan suatu persembahan puji-pujian, maka hendaklah kamu mempersembahkan dia, supaya boleh diadakannya keridlaan atasmu."
3400,Imamat,3,22,30,"Maka pada sehari itu jua hendaklah ia itu dimakan: jangan kamu tinggalkan sisanya sampai pagi hari: Bahwa Akulah Tuhan!"
3401,Imamat,3,22,31,"Maka hendaklah kamu memeliharakan firman-Ku dan berbuat akan dia: Bahwa Akulah Tuhan!"
3402,Imamat,3,22,32,"Maka jangan kamu menghinakan nama-Ku yang suci itu, supaya Aku dibilang suci di antara segala bani Israel: Bahwa Akulah Tuhan, yang menyucikan kamu."
3403,Imamat,3,22,33,"Dan yang telah menghantar akan kamu keluar dari negeri Mesir, supaya Akulah Allahmu: Bahwa Akulah Tuhan!"
3404,Imamat,3,23,1,"Arakian, maka berfirmanlah Tuhan kepada Musa, firman-Nya:"
3405,Imamat,3,23,2,"Katakanlah kepada segala bani Israel ini: Adapun segala masa raya Tuhan, yang akan diserukan oleh kamu bagi perhimpunan yang suci, segala masa raya-Ku inilah dia:"
3406,Imamat,3,23,3,"Enam hari lamanya hendaklah orang bekerja, tetapi pada hari yang ketujuh itulah sabat perhentian bagi suatu perhimpunan yang suci, barang sesuatu pekerjaanpun jangan kamu perbuat, karena ia itulah sabat Tuhan pada segala tempat kedudukan kamu."
3407,Imamat,3,23,4,"Maka inilah segala masa raya Tuhan akan perhimpunan yang suci, yang hendak kamu serukan pada masanya yang tertentu:"
3408,Imamat,3,23,5,"Pada bulan yang pertama, pada empat belas hari bulan itu dan pada petang hari adalah Pasah Tuhan."
3409,Imamat,3,23,6,"Maka pada lima belas hari bulan itu adalah hari raya fatir bagi Tuhan, maka hendaklah kamu makan apam fatir tujuh hari lamanya."
3410,Imamat,3,23,7,"Maka pada hari yang pertama itu hendaklah bagimu suatu perhimpunan yang suci; barang suatu pekerjaanpun jangan kamu perbuat."
3411,Imamat,3,23,8,"Maka tujuh hari lamanya hendaklah kamu mempersembahkan korban bakaran kepada Tuhan, maka pada hari yang ketujuhpun akan ada suatu perhimpunan yang suci, barang suatu pekerjaanpun jangan kamu perbuat."
3412,Imamat,3,23,9,"Maka berfirmanlah Tuhan kepada Musa, firman-Nya:"
3413,Imamat,3,23,10,"Katakanlah kepada segala bani Israel ini: Apabila kamu sudah masuk ke dalam negeri yang hendak Kuanugerahkan kepadamu, serta kamu menuai hasilnya, maka hendaklah dari pada hulu penuaianmu seikat kamu bawa kepada imam."
3414,Imamat,3,23,11,"Maka hendaklah seikat itu ditimang-timang imam di hadapan hadirat Tuhan, supaya diadakannya keridlaan atasmu; maka pada keesokan harinya kemudian dari pada sabat itu hendaklah ditimang-timang imam akan dia."
3415,Imamat,3,23,12,"Maka pada hari kamu menimang-nimang seikat itu hendaklah kamu menyediakan seekor anak domba yang setahun umurnya dan yang tiada berkecelaan, akan korban bakaran bagi Tuhan."
3416,Imamat,3,23,13,"Dan lagi persembahan makanan dari pada dua perpuluhan tepung halus, yang diramas dengan minyak, akan persembahan bakaran, suatu bau yang harum bagi Tuhan, dan suatu persembahan minuman dari pada air anggur, seperempat hin banyaknya."
3417,Imamat,3,23,14,"Maka jangan kamu makan roti, atau emping, atau tepung yang ditumbuk, sampai pada hari itu juga, sampai sudah kamu membawa persembahan itu kepada Allahmu; maka inilah suatu hukum yang kekal bagimu turun-temurun pada segala tempat kedudukan kamu."
3418,Imamat,3,23,15,"Setelah itu maka dari pada keesokan harinya kemudian, dari pada sabat itu, yaitu dari pada hari yang kamu mempersembahkan gandum seikat akan persembahan timang-timangan, hendaklah kamu membilang tujuh sabtu genap."
3419,Imamat,3,23,16,"Sampai kepada keesokan harinya kemudian dari pada sabtu yang ketujuh itu, genap lima puluh hari hendaklah kamu bilang, maka pada hari itu hendaklah kamu mempersembahkan kepada Tuhan suatu persembahan makanan yang baharu."
3420,Imamat,3,23,17,"Maka dari dalam rumah-rumahmu hendaklah kamu membawa roti dua ketul akan persembahan timang-timangan, yaitu diperbuat dari pada dua perpuluhan tepung halus, dibakar berkhamir akan hulu hasil bagi Tuhan."
3421,Imamat,3,23,18,"Maka serta dengan roti itu hendaklah kamu mempersembahkan pula tujuh ekor anak domba, yang umur setahun dan tiada celanya dan seekor lembu muda, yaitu anak lembu, dan dua ekor domba jantan, sekalian itu akan korban bakaran bagi Tuhan, serta dengan persembahannya makanan dan minuman, akan persembahan bakaran dan bau yang harum kepada Tuhan."
3422,Imamat,3,23,19,"Maka hendaklah kamu menyediakan seekor kambing jantan akan korban karena dosa, dan dua ekor anak domba yang umur setahun akan korban syukur."
3423,Imamat,3,23,20,"Maka hendaklah ditimang-timang oleh imam akan dia serta dengan roti hulu hasil itu akan persembahan timangan di hadapan hadirat Tuhan, maka sekalian itu serta dengan kedua ekor anak domba itu menjadi suatu kesucian bagi Tuhan dan bahagian imam."
3424,Imamat,3,23,21,"Maka pada hari itu juga hendaklah kamu berseru-seru bahwa adalah perhimpunan yang suci bagimu; barang suatu pekerjaanpun jangan kamu perbuat; ia itulah satu hukum yang kekal bagimu turun-temurun dalam segala tempat kedudukanmu."
3425,Imamat,3,23,22,"Maka apabila kamu menuai hasil tanahmu, jangan kamu menuai habis-habis akan segala ujung bendangmu, dan jangan kamu memungut barang yang tinggal dari pada penuaianmu, melainkan tinggalkanlah ia bagi orang miskin dan orang dagang: Bahwa Akulah Tuhan, Allahmu!"
3426,Imamat,3,23,23,"Arakian, bahwa berfirmanlah Tuhan kepada Musa, firman-Nya:"
3427,Imamat,3,23,24,"Katakanlah kepada segala bani Israel ini: Pada bulan yang ketujuh dan pada sehari bulan itu hendaklah ada perhentian bagimu, suatu hari raya bunyi nafiri dan perhimpunan yang suci."
3428,Imamat,3,23,25,"Jangan kamu bekerja pada hari itu, melainkan hendaklah kamu mempersembahkan korban bakaran kepada Tuhan."
3429,Imamat,3,23,26,"Dan lagi berfirmanlah Tuhan kepada Musa, firman-Nya:"
3430,Imamat,3,23,27,"Tetapi pada sepuluh hari bulan yang ketujuh itu, yaitu hari gafirat yang besar, akan ada perhimpunan yang suci bagimu, maka pada hari itu hendaklah kamu merendahkan hatimu dan mempersembahkan korban bakaran kepada Tuhan."
3431,Imamat,3,23,28,"Maka pada hari itu jangan kamu bekerja, karena ia itulah hari gafirat, akan diadakan gafirat atasmu di hadapan hadirat Tuhan, Allahmu."
3432,Imamat,3,23,29,"Maka sebab itu barangsiapa yang tiada merendahkan hatinya pada hari itu, ia itu akan ditumpas kelak dari antara bangsanya."
3433,Imamat,3,23,30,"Demikianpun barangsiapa yang berbuat barang sesuatu pekerjaan pada hari itu, maka Aku akan membinasakan orang itu kelak di antara bangsanya."
3434,Imamat,3,23,31,"Barang suatu pekerjaanpun jangan kamu perbuat; maka inilah suatu hukum yang kekal bagimu turun-temurun pada segala tempat kedudukanmu."
3435,Imamat,3,23,32,"Maka hendaklah hari itu bagimu satu sabat perhentian, serta hendaklah kamu merendahkan hatimu; pada sembilan hari bulan itu ketika masuk matahari, yaitu dari pada masuk matahari sampai kepada masuk matahari, hendaklah kamu berhenti pada sabatmu."
3436,Imamat,3,23,33,"Dan lagi berfirmanlah Tuhan kepada Musa, firman-Nya:"
3437,Imamat,3,23,34,"Katakanlah kepada segala bani Israel ini: Bahwa pada lima belas hari bulan yang ketujuh itu juga hendaklah ada hari raya pondok daun-daunan bagi Tuhan, tujuh hari lamanya."
3438,Imamat,3,23,35,"Pada hari yang pertama itu akan ada perhimpuan yang suci; jangan kamu bekerja pada hari itu."
3439,Imamat,3,23,36,"Maka tujuh hari lamanya hendaklah kamu mempersembahkan kepada Tuhan beberapa korban bakaran dan pada hari yang kedelapan hendaklah ada bagimu suatu perhimpunan yang suci, dan persembahkanlah beberapa korban bakaran kepada Tuhan; maka inilah hari raya adanya, jangan kamu bekerja pada hari itu."
3440,Imamat,3,23,37,"Maka inilah segala masa raya Tuhan, yang hendak kamu seru-serukan akan perhimpunan yang suci dan akan dipersembahkan kepada Tuhan beberapa korban api dan korban bakaran dan persembahan makanan dan korban sembelihan dan persembahan minuman, masing-masing pada harinya."
3441,Imamat,3,23,38,"Kecuali segala sabat Tuhan dan kecuali segala persembahanmu dan segala nazarmu dan segala korban dari ridla hatimu, yang hendak kamu persembahkan kepada Tuhan."
3442,Imamat,3,23,39,"Maka sebab itu pada lima belas hari bulan yang ketujuh, apabila kamu sudah mengumpulkan segala hasil tanahmu, hendaklah kamu membuat suatu masa raya bagi Tuhan tujuh hari lamanya; maka pada hari yang pertama hendaklah ada perhentian dan pada hari yang kedelapanpun hendaklah ada perhentian."
3443,Imamat,3,23,40,"Maka pada hari yang pertama hendaklah kamu mengambil akan dirimu beberapa cabang dari pada pokok yang permai dan pelepah kurma dan carang pohon kayu yang rindang dan pokok gandarusa, dan bersuka-sukaanlah kamu di hadapan hadirat Tuhan, Allahmu, tujuh hari lamanya."
3444,Imamat,3,23,41,"Maka dalam setahun tujuh hari lamanya hendaklah kamu membuat hari raya ini bagi Tuhan, ia itu hukum yang kekal bagimu turun-temurun; maka pada bulan yang ketujuh hendaklah kamu membuat dia."
3445,Imamat,3,23,42,"Tujuh hari lamanya hendaklah kamu duduk dalam pondok daun-daunan, segala orang peranakan Israel akan duduk dalam pondok-pondok itu."
3446,Imamat,3,23,43,"Supaya diketahui oleh segala anak buahmu, bahwa Aku telah medudukkan bani Israel dalam pondok-pondok, tatkala Aku menghantar akan mereka itu ke luar dari negeri Mesir: Bahwa Akulah Tuhan, Allahmu."
3447,Imamat,3,23,44,"Demikianlah dipesan Musa kepada segala bani Israel akan segala masa raya Tuhan itu."
3448,Imamat,3,24,1,"Arakian, maka berfirmanlah Tuhan kepada Musa, firman-Nya:"
3449,Imamat,3,24,2,"Suruhlah bani Israel itu membawa kepadamu akan minyak zait yang ditumbuk dan jernih bagi pelita itu, supaya pelita itu dapat dipasang selalu."
3450,Imamat,3,24,3,"Maka hendaklah disediakan Harun akan dia di luar tirai tempat assyahadat itu dalam kemah perhimpunan, dari petang sampai pagi hari di hadapan hadirat Tuhan; bahwa inilah hukum yang kekal bagimu turun-temurun."
3451,Imamat,3,24,4,"Maka hendaklah disediakannya segala pelita itu di atas kaki pelita yang dari pada emas tulen, di hadapan hadirat Tuhan selalu."
3452,Imamat,3,24,5,"Dan lagi hendaklah engkau mengambil tepung halus, bakarkanlah roti dua belas ketul dari padanya, tiap-tiap roti itu dari pada dua perpuluhan."
3453,Imamat,3,24,6,"Maka hendaklah engkau meletakkan dia di atas meja yang dari pada emas tulen itu di hadapan hadirat Tuhan dengan dua timbunan, enam ketul roti setimbunan."
3454,Imamat,3,24,7,"Maka di atas dua-dua timbunan itu hendaklah kaububuh kemenyan yang suci akan bahagian persembahan roti itu, ia itu suatu persembahan bakaran bagi Tuhan."
3455,Imamat,3,24,8,"Maka pada sebilang hari sabat hendaklah engkau menyediakan dia di hadapan hadirat Tuhan selalu; maka inilah menjadi bagi orang Israel suatu perjanjian yang kekal selama-lamanya."
3456,Imamat,3,24,9,"Maka inilah menjadi bahagian Harun dan anak-anaknya, yang patut makan dia dalam tempat yang suci itu, karena inilah kesucian segala kesucian baginya dari pada segala persembahan bakaran yang kepada Tuhan; suatu hukum yang kekal selama-lamanya."
3457,Imamat,3,24,10,"Alkisah, maka adalah seorang laki-laki, emaknya orang Israel, bapanya seorang orang Mesir, ia itu datang di antara orang-orang Israel, lalu orang itu mulai berbantah-bantah dengan seorang orang Israel dalam tentara itu."
3458,Imamat,3,24,11,"Maka oleh orang yang punya emak perempuan Israel itu disebutkan nama itu dengan beraninya dan dihujatkannya; lalu dibawa oranglah akan dia menghadap Musa; maka nama emaknya Selomit, anak Diberi dari pada suku Dan."
3459,Imamat,3,24,12,"Maka ditaruh oranglah akan dia dalam penjara, supaya dalam halnya diputuskan hukum dengan nyata-nyata, setuju dengan firman Tuhan."
3460,Imamat,3,24,13,"Maka berfirmanlah Tuhan kepada Musa, firman-Nya:"
3461,Imamat,3,24,14,"Bawalah akan orang yang telah menghujat itu ke luar dari pada tempat tentara, hendaklah segala orang yang telah mendengarnya itu menumpangkan tangannya pada kepala orang itu, lalu hendaklah segenap sidang itu melempari dia dengan batu."
3462,Imamat,3,24,15,"Dan lagi katakanlah olehmu kepada segala bani Israel: Adapun orang yang menghujat Allahnya, ia itu akan menanggung durhakanya, barangsiapapun baik."
3463,Imamat,3,24,16,"Maka barangsiapa yang menghujat nama Hua, tak akan jangan orang itu mati dibunuh; hendaklah segenap sidang melempari dia dengan batu, baik ia orang dagang baik ia anak bumi, jikalau dihujatnya nama itu, tak akan jangan orang itu mati dibunuh."
3464,Imamat,3,24,17,"Maka barangsiapa yang telah memalu orang sampai ia mati, tak akan jangan iapun akan mati dibunuh."
3465,Imamat,3,24,18,"Maka barangsiapa yang telah membunuh binatang orang lain, ia itu akan memberi gantinya, binatang akan ganti binatang."
3466,Imamat,3,24,19,"Maka jikalau barang seorang telah merusakkan tubuh samanya manusia, maka sekadar perbuatannya hendaklah diperbuat akan diapun:"
3467,Imamat,3,24,20,"luka akan ganti luka dan mata akan ganti mata dan gigi akan ganti gigi; barang apa celaka yang didatangkannya kepada tubuh orang, demikianpun hendak didatangkan atas dia."
3468,Imamat,3,24,21,"Maka sebab itu barangsiapa yang membunuh binatang, ia itu akan memberi gantinya, tetapi barangsiapa yang membunuh orang, ia itu akan mati dibunuh juga."
3469,Imamat,3,24,22,"Maka hukum satu jua akan ada padamu, baik bagi orang dagang baik bagi anak bumi, karena Akulah Tuhan, Allahmu."
3470,Imamat,3,24,23,"Maka disuruh Musa akan bani Israel membawa orang penghujat itu ke luar tempat tentara dan melempari dia dengan batu sampai ia mati; maka diperbuatlah oleh bani Israel seperti firman Tuhan yang kepada Musa itu."
3471,Imamat,3,25,1,"Sebermula, maka berfirmanlah Tuhan lagi kepada Musa di atas bukit Torsina, firman-Nya:"
3472,Imamat,3,25,2,"Katakanlah kepada segala bani Israel ini: Apabila kamu sudah masuk ke dalam negeri yang hendak Kukaruniakan kepadamu itu, maka hendaklah tanahnya berhenti satu sabat bagi Tuhan."
3473,Imamat,3,25,3,"Enam tahun lamanya hendaklah kamu menaburi bendangmu dan enam tahun lamanya hendaklah kamu merancung pokok anggurmu serta mengumpulkan hasilnya."
3474,Imamat,3,25,4,"Tetapi pada tahun yang ketujuh akan ada sabat perhentian yang suci bagi tanah itu, yaitu sabat Tuhan, maka jangan kamu menaburi bendangmu atau merancung pokok anggurmu."
3475,Imamat,3,25,5,"Maka barang yang tumbuh sendirinya pada perhumaanmu itu jangan kamu tuai dan buah pokok anggurmu, yang tiada dirancung itu, jangan kamu kerat; maka hendaklah ia itu tahun perhentian yang suci bagi tanah itu."
3476,Imamat,3,25,6,"Maka hasil tanah pada sabat itu akan menjadi makanan bagi kamu dan bagi hambamu laki-laki dan perempuan dan bagi orang dagang yang duduk menumpang dalam rumahmu,"
3477,Imamat,3,25,7,"dan bagi binatangmu yang jinak dan bagi segala binatang liar, yang pada tanahmu; segala hasil itu akan menjadi makanannya."
3478,Imamat,3,25,8,"Dan lagi hendaklah kamu membilang tujuh tahun sabat, yaitu tujuh kali tujuh tahun, jadi jumlah segala tahun itu empat puluh sembilan tahun banyaknya."
3479,Imamat,3,25,9,"Setelah itu maka pada bulan yang ketujuh dan pada sepuluh hari bulan itu hendaklah kamu meniupkan nafiri bunyi-bunyian itu keliling, yaitu pada hari gafirat itu hendaklah kamu meniupkan nafiri keliling dalam segala negerimu."
3480,Imamat,3,25,10,"Maka tahun yang kelima puluh itu hendaklah kamu sucikan dan berseru-serukan kemerdekaan dalam negeri itu bagi segala orang isinya; maka hendaklah ia itu menjadi suatu tahun yobel bagi kamu; tak akan jangan masing-masing kamu kembalilah kepada miliknya dan masing-masingpun kembalilah kepada isi rumahnya."
3481,Imamat,3,25,11,"Maka tahun yang kelima puluh itu menjadi bagi kamu tahun yobel, sebab itu jangan kamu menaburi biji-bijian, dan jangan menuai barang yang tumbuh sendirinya, dan jangan kamu memetik buah pokok anggurnya yang tiada dirancung."
3482,Imamat,3,25,12,"Karena ia itulah tahun yobel dan sucilah ia itu bagi kamu; barang hasil bendang yang tumbuh sendirinya itu hendaklah kamu makan."
3483,Imamat,3,25,13,"Maka pada tahun yobel itu hendaklah kamu kembali masing-masing kepada miliknya."
3484,Imamat,3,25,14,"Maka sebab itu, jikalau kamu menjual barang sesuatu yang dapat dijual kepada samamu manusia, atau jikalau kamu membeli dari pada tangan samamu manusia, janganlah kamu berkurang-kurangan seorang akan seorang."
3485,Imamat,3,25,15,"Sekadar bilangan tahun kemudian dari pada tahun yobel itu hendaklah kamu beli dari pada samamu manusia maka hendaklah dijualnya kepadamu dengan bilangan segala tahun hasilnya."
3486,Imamat,3,25,16,"Sekadar banyak tahun hendaklah kamu memperbanyakkan pembeliannya, dan sekadar kurang tahun itu hendaklah kamu mengurangkan pembeliannya; karena hanya bilangan segala hasilnya jua yang dijual kepadamu."
3487,Imamat,3,25,17,"Maka sebab itu janganlah kamu merugikan seorang akan seorang, melainkan hendaklah kamu takut akan Allahmu, karena Akulah Tuhan, Allahmu."
3488,Imamat,3,25,18,"Maka hendaklah kamu menurut segala hukum-Ku dan memeliharakan segala firman-Ku dan berlaku setuju dengan dia, supaya boleh kamu duduk dalam negeri itu dengan sentosa."
3489,Imamat,3,25,19,"Maka tanah itupun akan memberi hasilnya dan kamu akan makan dia sampai kenyang-kenyang, dan kamu akan duduk dalam negeri itu dengan sentosa."
3490,Imamat,3,25,20,"Maka jikalau kiranya kamu berkata demikian: Apakah yang kami akan makan pada tahun yang ketujuh itu? bahwasanya tiada boleh kami menabur dan tiada boleh kami mengumpulkan hasil kami."
3491,Imamat,3,25,21,"Niscaya Aku akan menyuruhkan berkat-Ku atas kamu pada tahun yang keenam itu, supaya ditumbuhkannya hasil bagi kamu yang cukup akan tiga tahun."
3492,Imamat,3,25,22,"Sehingga pada tahun yang kedelapan kamu ada lagi biji-bijian dan kamu boleh makan dari pada hasil yang lama itu sampai kepada tahun yang kesembilan, maka kamu akan makan yang lama itu sampai hasil yang baharu itu sudah dibawa masuk pula."
3493,Imamat,3,25,23,"Maka sebab itu janganlah tanah itu dijual bagi selama-lamanya, karena tanah itu Aku punya, dan kamulah orang dagang dan orang yang menumpang dengan Aku."
3494,Imamat,3,25,24,"Maka sebab itu juga hendaklah dalam seluruh negerimu kamu membiarkan tanah itu ditebus."
3495,Imamat,3,25,25,"Maka jikalau kiranya saudaramu telah menjadi miskin, sehingga dijualnya apa-apa dari pada miliknya, maka hendaklah datang penebusnya, dari pada sanak saudaranya yang terdekat dengan dia, serta hendaklah ditebusnya akan barang yang telah dijual oleh saudaranya itu."
3496,Imamat,3,25,26,"Maka jikalau kiranya seorang tiada berpenebus, tetapi kemudian tangannya telah beroleh dan mendapat yang cukup akan menebus miliknya,"
3497,Imamat,3,25,27,"maka hendaklah dicengkolongnya segala tahun barang itu telah dijual, dan dipulangkannya lebihnya kepada orang yang telah membeli dia dari padanya, setelah itu bolehlah ia kembali kepada miliknya."
3498,Imamat,3,25,28,"Tetapi jikalau tangannya tiada mendapat cukup akan dipulangkan kepadanya, maka barang yang dijualnya itu hendaklah dalam tangan orang yang membelinya sampai tahun yobel itu, tetapi pada tahun yobel keluarlah ia itu dan kembalilah ia kepada miliknya."
3499,Imamat,3,25,29,"Maka jikalau barang seorang telah menjual rumah dalam negeri yang berpagarkan tembok, maka bolehlah ia itu ditebus setelah genap setahun kemudian dari pada ia itu dijual, pada setahun suntuk bolehlah ia itu ditebus."
3500,Imamat,3,25,30,"Tetapi jikalau rumah tiada ditebus apabila genaplah sudah setahun itu, maka rumah yang dalam negeri berpagarkan tembok itu, tinggal milik orang yang telah membelinya sampai selama-lamanya turun-temurun, maka tiada ia itu dikembalikan pada tahun yobel itu."
3501,Imamat,3,25,31,"Tetapi rumah-rumah di tempat yang tiada berpagarkan tembok itu hendaklah dibilang sama dengan tanah bendang juga, bolehlah ia itu ditebus dan dikembalikan pula pada tahun yobel adanya."
3502,Imamat,3,25,32,"Maka adapun segala negeri orang Lewi itu dan segala rumah yang dalam negeri miliknya, maka suatu tebusan yang kekal menjadi bahagian orang Lewi."
3503,Imamat,3,25,33,"Maka tiap-tiap orang, hanya jikalau ia dari pada orang Lewi, itu boleh menebusnya; tetapi rumah yang dijual dalam barang suatu negeri milik mereka itu, ia itu dikembalikan juga pada tahun yobel dari sendirinya, karena segala rumah dalam negeri-negeri orang Lewi itulah milik mereka turun-temurun di antara segala bani Israel."
3504,Imamat,3,25,34,"Tetapi tanah kampung keliling negeri mereka itu tiada boleh dijual, karena ia itu milik mereka itu yang kekal selama-lamanya."
3505,Imamat,3,25,35,"Maka jikalau saudaramu telah menjadi miskin dan tangannya gementar sertamu, maka hendaklah kamu memegang akan dia, jikalau ia orang dagang atau orang menumpang sekalipun, supaya iapun boleh hidup sertamu."
3506,Imamat,3,25,36,"Maka janganlah kamu mengambil dari padanya bunga atau laba yang terlalu, melainkan takutlah kamu akan Allahmu, supaya saudaramupun boleh hidup sertamu."
3507,Imamat,3,25,37,"Jangan kamu memberikan uangmu kepadanya dengan makan bunga, dan makananmupun jangan kamu berikan kepadanya dengan mengambil untung."
3508,Imamat,3,25,38,"Bahwa Akulah Tuhan, Allahmu, yang telah menghantar akan kamu ke luar dari negeri Mesir, hendak mengaruniakan negeri Kanaan kepadamu, supaya Aku menjadi Allahmu!"
3509,Imamat,3,25,39,"Maka jikalau saudaramu yang sertamu itu telah menjadi miskin dan dijualnya dirinya kepadamu, jangan kamu menyuruh dia mengerjakan pekerjaan seorang sahaya."
3510,Imamat,3,25,40,"Melainkan hendaklah ia tinggal sertamu bagaikan orang upahan atau orang menumpang dan ia memperhambakan dirinya kepadamu sampai tahun yobel itu."
